Paper_ID,Paper,Author_ID,Author_name,Paper_Type,Conference_Type,Source_ID,Source,Year,Document_Type,Volume_Proceeding,Reviewer_1_ID,Reviewer_1,Reviewer_2_ID,Reviewer_2,Handler_ID,Handler,Handler_Type,Area_ID,Areas,Review_ID,Reviewer_Decision,Reviewer_Text,Publication
53e9b388b7602d9703e6d4f2,Function Design of Ancient Books Repairing Archives Management System Based on Tacit Knowledge.,5406b317dabfae44f0850e41,Fu Jin,Short Paper,None,S27512,KSEM,2013,Journal,8041 LNAI,RV66732,Lori Stanton DVM,RV78929,Judith Escobar,H32353,vfrphehmca,Editor,AR46140,ancient books repairing archives,R52868,Rejected,"The ancient books repairing, in which masters teach apprentices to inherit repairing skills in a long time, is a Chinese traditional handicraft industry and has a lot of tacit knowledge. In this paper knowledge management is introduced, and then the ancient books repairing archives database and its management system are analyzed. The content setting of ancient books repairing archives and function design of its management system are tried to solve. The research conclusion has practical significance in promoting the digital construction process of ancient books repairing archives and improving the repairing quality and management efficiency of ancient books. © 2013 Springer-Verlag Berlin Heidelberg.",No
53e9b388b7602d9703e6d4f2,Function Design of Ancient Books Repairing Archives Management System Based on Tacit Knowledge.,53f433aadabfaee4dc767932,Miaoyan Li,Short Paper,None,S27512,KSEM,2013,Journal,8041 LNAI,RV66732,Lori Stanton DVM,RV78929,Judith Escobar,H32353,vfrphehmca,Editor,AR46140,ancient books repairing archives,R52868,Rejected,"The ancient books repairing, in which masters teach apprentices to inherit repairing skills in a long time, is a Chinese traditional handicraft industry and has a lot of tacit knowledge. In this paper knowledge management is introduced, and then the ancient books repairing archives database and its management system are analyzed. The content setting of ancient books repairing archives and function design of its management system are tried to solve. The research conclusion has practical significance in promoting the digital construction process of ancient books repairing archives and improving the repairing quality and management efficiency of ancient books. © 2013 Springer-Verlag Berlin Heidelberg.",No
53e9b388b7602d9703e6d4f2,Function Design of Ancient Books Repairing Archives Management System Based on Tacit Knowledge.,53f447c8dabfaeee229fcfff,Qingdong Du,Short Paper,None,S27512,KSEM,2013,Journal,8041 LNAI,RV66732,Lori Stanton DVM,RV78929,Judith Escobar,H32353,vfrphehmca,Editor,AR46140,ancient books repairing archives,R52868,Rejected,"The ancient books repairing, in which masters teach apprentices to inherit repairing skills in a long time, is a Chinese traditional handicraft industry and has a lot of tacit knowledge. In this paper knowledge management is introduced, and then the ancient books repairing archives database and its management system are analyzed. The content setting of ancient books repairing archives and function design of its management system are tried to solve. The research conclusion has practical significance in promoting the digital construction process of ancient books repairing archives and improving the repairing quality and management efficiency of ancient books. © 2013 Springer-Verlag Berlin Heidelberg.",No
53e9b388b7602d9703e6d627,On the potential of fixed-beam 60 GHz network interfaces in mobile devices,53f44128dabfaefedbb05c81,Kishore Ramachandran,Short Paper,None,S22383,PAM,2011,Journal,6579,RV62809,Christian Carlson,RV75535,Anna Rogers,H32934,cihijfzqja,Editor,AR49847,attractive technology,R56730,Rejected,"The small form-factor and significantly high bandwidth of 60 GHz wireless network interfaces make them an attractive technology for future bandwidth-hungry mobile devices. To overcome several challenges in making such 60 GHz communication practical, beamforming is widely accepted as an integral part of 60 GHz devices. In this paper, we perform a first-of-its-kind user study to answer a rather unconventional question: can users explicitly assist in aligning fixed-beam directional antennas on the transmit/receive side? Our measurements involving 30 users show significant promise, and lean us towards answering the question in the affirmative. The implication of these observations is in substantially simplifying the design of 60 GHz interfaces for mobile devices.",No
53e9b388b7602d9703e6d627,On the potential of fixed-beam 60 GHz network interfaces in mobile devices,53f455f9dabfaee1c0b2bdef,Ravi Kokku,Short Paper,None,S22383,PAM,2011,Journal,6579,RV62809,Christian Carlson,RV75535,Anna Rogers,H32934,cihijfzqja,Editor,AR49847,attractive technology,R56730,Rejected,"The small form-factor and significantly high bandwidth of 60 GHz wireless network interfaces make them an attractive technology for future bandwidth-hungry mobile devices. To overcome several challenges in making such 60 GHz communication practical, beamforming is widely accepted as an integral part of 60 GHz devices. In this paper, we perform a first-of-its-kind user study to answer a rather unconventional question: can users explicitly assist in aligning fixed-beam directional antennas on the transmit/receive side? Our measurements involving 30 users show significant promise, and lean us towards answering the question in the affirmative. The implication of these observations is in substantially simplifying the design of 60 GHz interfaces for mobile devices.",No
53e9b388b7602d9703e6d627,On the potential of fixed-beam 60 GHz network interfaces in mobile devices,53f448f0dabfaedd74df8e69,Rajesh Mahindra,Short Paper,None,S22383,PAM,2011,Journal,6579,RV62809,Christian Carlson,RV75535,Anna Rogers,H32934,cihijfzqja,Editor,AR49847,attractive technology,R56730,Rejected,"The small form-factor and significantly high bandwidth of 60 GHz wireless network interfaces make them an attractive technology for future bandwidth-hungry mobile devices. To overcome several challenges in making such 60 GHz communication practical, beamforming is widely accepted as an integral part of 60 GHz devices. In this paper, we perform a first-of-its-kind user study to answer a rather unconventional question: can users explicitly assist in aligning fixed-beam directional antennas on the transmit/receive side? Our measurements involving 30 users show significant promise, and lean us towards answering the question in the affirmative. The implication of these observations is in substantially simplifying the design of 60 GHz interfaces for mobile devices.",No
53e9b388b7602d9703e6d627,On the potential of fixed-beam 60 GHz network interfaces in mobile devices,53f4300fdabfaeb2ac00b855,Kenichi Maruhashi,Short Paper,None,S22383,PAM,2011,Journal,6579,RV62809,Christian Carlson,RV75535,Anna Rogers,H32934,cihijfzqja,Editor,AR49847,attractive technology,R56730,Rejected,"The small form-factor and significantly high bandwidth of 60 GHz wireless network interfaces make them an attractive technology for future bandwidth-hungry mobile devices. To overcome several challenges in making such 60 GHz communication practical, beamforming is widely accepted as an integral part of 60 GHz devices. In this paper, we perform a first-of-its-kind user study to answer a rather unconventional question: can users explicitly assist in aligning fixed-beam directional antennas on the transmit/receive side? Our measurements involving 30 users show significant promise, and lean us towards answering the question in the affirmative. The implication of these observations is in substantially simplifying the design of 60 GHz interfaces for mobile devices.",No
53e9b388b7602d9703e6daa3,An Efficient Pipelined Parallel Join Algorithm on Heterogeneous Distributed Architectures,53f46f84dabfaeecd6a2fe70,Mohamad Al Hajj Hassan,Full Paper,Symposium,S28487,Communications in Computer and Information Science,2008,Conference,47,RV63704,Brianna Powell,RV71978,Stacey Kennedy,H37621,snyzpnbsoq,Chair,AR40560,bulk synchronous parallel,R57438,Accepted,"Pipelined parallelism was largely studied and successfully implemented, on shared nothing machines, in several join algorithms in the presence of ideal conditions of load balancing between processors and in the absence of data skew. The aim of pipelining is to allow flexible resource allocation while avoiding unnecessary disk input/output for intermediate join results in the treatment of multi-join queries. The main drawback of pipelining in existing algorithms is that communication and load balancing remain limited to the use of static approaches (generated during query optimization phase) based on hashing to redistribute data over the network and therefore cannot solve data skew problem and load imbalance between processors on heterogeneous multi-processor architectures where the load of each processor may vary in a dynamic and unpredictable way. In this paper, we present a pipelined parallel algorithm for multi-join queries allowing to solve the problem of data skew while guaranteeing perfect balancing properties, on heterogeneous multi-processor Shared Nothing architectures. The performance of this algorithm is analyzed using the scalable portable BSP (Bulk Synchronous Parallel) cost model.",Communications in Computer and Information Science 47
53e9b388b7602d9703e6daa3,An Efficient Pipelined Parallel Join Algorithm on Heterogeneous Distributed Architectures,53f47369dabfaee02adc810e,Mostafa Bamha,Full Paper,Symposium,S28487,Communications in Computer and Information Science,2008,Conference,47,RV63704,Brianna Powell,RV71978,Stacey Kennedy,H37621,snyzpnbsoq,Chair,AR40560,bulk synchronous parallel,R57438,Accepted,"Pipelined parallelism was largely studied and successfully implemented, on shared nothing machines, in several join algorithms in the presence of ideal conditions of load balancing between processors and in the absence of data skew. The aim of pipelining is to allow flexible resource allocation while avoiding unnecessary disk input/output for intermediate join results in the treatment of multi-join queries. The main drawback of pipelining in existing algorithms is that communication and load balancing remain limited to the use of static approaches (generated during query optimization phase) based on hashing to redistribute data over the network and therefore cannot solve data skew problem and load imbalance between processors on heterogeneous multi-processor architectures where the load of each processor may vary in a dynamic and unpredictable way. In this paper, we present a pipelined parallel algorithm for multi-join queries allowing to solve the problem of data skew while guaranteeing perfect balancing properties, on heterogeneous multi-processor Shared Nothing architectures. The performance of this algorithm is analyzed using the scalable portable BSP (Bulk Synchronous Parallel) cost model.",Communications in Computer and Information Science 47
53e9b388b7602d9703e6d7bd,How push-to-talk makes talk less pushy,5609324c45cedb3396e4f190,Allison Woodruff,Short Paper,None,S25215,GROUP '03 Proceedings of the 2003 international ACM SIGGROUP conference on Supporting group work,2003,Journal,cs.HC/0311006,RV69800,David Perez,RV73438,Elizabeth Medina,H30675,rdwawgdgjd,Editor,AR46375,audio medium,R56872,Accepted,"This paper presents an exploratory study of college-age students using two-way, push-to-talk cellular radios. We describe the observed and reported use of cellular radio by the participants. We discuss how the half-duplex, lightweight cellular radio communication was associated with reduced interactional commitment, which meant the cellular radios could be used for a wide range of conversation styles. One such style, intermittent conversation, is characterized by response delays. Intermittent conversation is surprising in an audio medium, since it is typically associated with textual media such as instant messaging. We present design implications of our findings.",GROUP '03 Proceedings of the 2003 international ACM SIGGROUP conference on Supporting group work cs.HC/0311006
53e9b388b7602d9703e6d7bd,How push-to-talk makes talk less pushy,5448d378dabfae87b7e80be7,Paul M. Aoki,Short Paper,None,S25215,GROUP '03 Proceedings of the 2003 international ACM SIGGROUP conference on Supporting group work,2003,Journal,cs.HC/0311006,RV69800,David Perez,RV73438,Elizabeth Medina,H30675,rdwawgdgjd,Editor,AR46375,audio medium,R56872,Accepted,"This paper presents an exploratory study of college-age students using two-way, push-to-talk cellular radios. We describe the observed and reported use of cellular radio by the participants. We discuss how the half-duplex, lightweight cellular radio communication was associated with reduced interactional commitment, which meant the cellular radios could be used for a wide range of conversation styles. One such style, intermittent conversation, is characterized by response delays. Intermittent conversation is surprising in an audio medium, since it is typically associated with textual media such as instant messaging. We present design implications of our findings.",GROUP '03 Proceedings of the 2003 international ACM SIGGROUP conference on Supporting group work cs.HC/0311006
53e9b388b7602d9703e6d876,Detection of Masses in Mammographic Images Using Simpson's Diversity Index in Circular Regions and SVM,53f431a1dabfaedce54fb885,André Pereira Nunes,Demo Paper,Expert Group,S28908,MLDM,2009,Conference,5632,RV66581,Charles Mccarthy,RV74366,Daniel Gutierrez,H31490,bdwvbgjeqz,Chair,AR42116,major cause,R52985,Rejected,"Breast cancer is one of the major causes of death among women all over the world. Presently, mammographic analysis is the most used method for early detection of abnormalities. This paper presents a computational methodology to help the specialist with this task. In the first step, the K-Means clustering algorithm and the Template Matching technique are used to detect suspicious regions. Next, the texture of each region is described using the Simpson's Diversity Index, which is used in Ecology to measure the biodiversity of an ecosystem. Finally, the information of texture is used by SVM to classify the suspicious regions into two classes: masses and non-masses. The tests demonstrate that the methodology has 79.12% of accuracy, 77.27% of sensitivity, and 79.66% of specificity.",No
53e9b388b7602d9703e6d876,Detection of Masses in Mammographic Images Using Simpson's Diversity Index in Circular Regions and SVM,53f431d3dabfaee2a1cb54b8,Aristófanes Corrêa Silva,Demo Paper,Expert Group,S28908,MLDM,2009,Conference,5632,RV66581,Charles Mccarthy,RV74366,Daniel Gutierrez,H31490,bdwvbgjeqz,Chair,AR42116,major cause,R52985,Rejected,"Breast cancer is one of the major causes of death among women all over the world. Presently, mammographic analysis is the most used method for early detection of abnormalities. This paper presents a computational methodology to help the specialist with this task. In the first step, the K-Means clustering algorithm and the Template Matching technique are used to detect suspicious regions. Next, the texture of each region is described using the Simpson's Diversity Index, which is used in Ecology to measure the biodiversity of an ecosystem. Finally, the information of texture is used by SVM to classify the suspicious regions into two classes: masses and non-masses. The tests demonstrate that the methodology has 79.12% of accuracy, 77.27% of sensitivity, and 79.66% of specificity.",No
53e9b388b7602d9703e6d876,Detection of Masses in Mammographic Images Using Simpson's Diversity Index in Circular Regions and SVM,53f32ab4dabfae9a8448ba07,Anselmo Cardoso Paiva,Demo Paper,Expert Group,S28908,MLDM,2009,Conference,5632,RV66581,Charles Mccarthy,RV74366,Daniel Gutierrez,H31490,bdwvbgjeqz,Chair,AR42116,major cause,R52985,Rejected,"Breast cancer is one of the major causes of death among women all over the world. Presently, mammographic analysis is the most used method for early detection of abnormalities. This paper presents a computational methodology to help the specialist with this task. In the first step, the K-Means clustering algorithm and the Template Matching technique are used to detect suspicious regions. Next, the texture of each region is described using the Simpson's Diversity Index, which is used in Ecology to measure the biodiversity of an ecosystem. Finally, the information of texture is used by SVM to classify the suspicious regions into two classes: masses and non-masses. The tests demonstrate that the methodology has 79.12% of accuracy, 77.27% of sensitivity, and 79.66% of specificity.",No
53e9b388b7602d9703e6d895,Query Recommendations for Interactive Database Exploration,53f456b5dabfaeee22a354c4,Gloria Chatzopoulou,Demo Paper,Workshop,S29203,SSDBM,2009,Conference,5566,RV60506,Christopher Wallace,RV76291,Laurie Valenzuela,H31386,jkaayyfwam,Chair,AR46196,relevant data,R55335,Rejected,"Relational database systems are becoming increasingly popular in the scientific community to support the interactive exploration of large volumes of data. In this scenario, users employ a query interface (typically, a web-based client) to issue a series of SQL queries that aim to analyze the data and mine it for interesting information. First-time users, however, may not have the necessary knowledge to know where to start their exploration. Other times, users may simply overlook queries that retrieve important information. To assist users in this context, we draw inspiration from Web recommender systems and propose the use of personalized query recommendations. The idea is to track the querying behavior of each user, identify which parts of the database may be of interest for the corresponding data analysis task, and recommend queries that retrieve relevant data. We discuss the main challenges in this novel application of recommendation systems, and outline a possible solution based on collaborative filtering. Preliminary experimental results on real user traces demonstrate that our framework can generate effective query recommendations.",No
53e9b388b7602d9703e6d895,Query Recommendations for Interactive Database Exploration,53f46596dabfaee2a1dab6e1,Magdalini Eirinaki,Demo Paper,Workshop,S29203,SSDBM,2009,Conference,5566,RV60506,Christopher Wallace,RV76291,Laurie Valenzuela,H31386,jkaayyfwam,Chair,AR46196,relevant data,R55335,Rejected,"Relational database systems are becoming increasingly popular in the scientific community to support the interactive exploration of large volumes of data. In this scenario, users employ a query interface (typically, a web-based client) to issue a series of SQL queries that aim to analyze the data and mine it for interesting information. First-time users, however, may not have the necessary knowledge to know where to start their exploration. Other times, users may simply overlook queries that retrieve important information. To assist users in this context, we draw inspiration from Web recommender systems and propose the use of personalized query recommendations. The idea is to track the querying behavior of each user, identify which parts of the database may be of interest for the corresponding data analysis task, and recommend queries that retrieve relevant data. We discuss the main challenges in this novel application of recommendation systems, and outline a possible solution based on collaborative filtering. Preliminary experimental results on real user traces demonstrate that our framework can generate effective query recommendations.",No
53e9b388b7602d9703e6d895,Query Recommendations for Interactive Database Exploration,53f43e56dabfaedf435b7ba3,Neoklis Polyzotis,Demo Paper,Workshop,S29203,SSDBM,2009,Conference,5566,RV60506,Christopher Wallace,RV76291,Laurie Valenzuela,H31386,jkaayyfwam,Chair,AR46196,relevant data,R55335,Rejected,"Relational database systems are becoming increasingly popular in the scientific community to support the interactive exploration of large volumes of data. In this scenario, users employ a query interface (typically, a web-based client) to issue a series of SQL queries that aim to analyze the data and mine it for interesting information. First-time users, however, may not have the necessary knowledge to know where to start their exploration. Other times, users may simply overlook queries that retrieve important information. To assist users in this context, we draw inspiration from Web recommender systems and propose the use of personalized query recommendations. The idea is to track the querying behavior of each user, identify which parts of the database may be of interest for the corresponding data analysis task, and recommend queries that retrieve relevant data. We discuss the main challenges in this novel application of recommendation systems, and outline a possible solution based on collaborative filtering. Preliminary experimental results on real user traces demonstrate that our framework can generate effective query recommendations.",No
53e9b388b7602d9703e6db77,Beating the noise: new statistical methods for detecting signals in MALDI-TOF spectra below noise level,560d1b4c45ce1e5960b6f206,Tim O. F. Conrad,Demo Paper,Expert Group,S24260,CompLife,2006,Conference,4216,RV68937,Cathy Ferguson,RV76607,Anthony Chavez,H36719,xenplfiodj,Chair,AR42217,typical noise threshold,R57239,Accepted,"Background: The computer-assisted detection of small molecules by mass spectrometry in biological samples provides a snapshot of thousands of peptides, protein fragments and proteins in biological samples. This new analytical technology has the potential to identify disease associated proteomic patterns in blood serum. However, the presently available bioinformatic tools are not sensitive enough to identify clinically important low abundant proteins as hormons or tumor markers with only low blood concentrations. Aim: Find, analyze and compare serum proteom patterns in groups of human subjects having different properties such as disease status with a new workflow to enhance sensitivity and specificity. Problems: Mass data acquired from high-throughput platforms frequently are blurred and noisy. This complicates the reliable identification of peaks in general and very small peaks even below noise level in particular. However, this statement is only valid for single or few spectra. If the algorithm has access to a large number of spectra (e.g. N 1000), new possibilities arise, one of such being a statistical approach. Approach: Apply signal preprocessing steps followed by statistical analyses of the blurred data and the region below the typical noise threshold to identify signals usually hidden below this “barrier”. Results: A new analysis workflow has been developed that is able to accurately identify, analyze and determine peaks and their parameters even below noise level which other tools can not detect. A Comparison to commercial software has clearly proven this gain in sensitivity. These additional peaks can be used in subsequent steps to build better peak patterns for proteomic pattern analysis. We belive that this new approach will foster identification of new biomarkers having not been detectable by most algorithms currently available.",CompLife 4216
